"","record_id","collection","project_id","protocol_id","protocol_type","species_id","statprov_code","country_code","SiteCode","latitude","longitude","bcr","subnational2_code","iba_site","utm_square","survey_year","survey_month","survey_week","survey_day","breeding_rank","GlobalUniqueIdentifier","DateLastModified","BasisOfRecord","InstitutionCode","CollectionCode","CatalogNumber","ScientificName","HigherTaxon","Kingdom","Phylum","Class","OrderTaxon","Family","Genus","SpecificEpithet","InfraspecificRank","InfraspecificEpithet","ScientificNameAuthor","IdentificationQualifier","HigherGeography","Continent","WaterBody","IslandGroup","Island","Country","StateProvince","County","Locality","MinimumElevationInMeters","MaximumElevationInMeters","MinimumDepthInMeters","MaximumDepthInMeters","DecimalLatitude","DecimalLongitude","GeodeticDatum","CoordinateUncertaintyInMeters","YearCollected","MonthCollected","DayCollected","TimeCollected","JulianDay","Collector","Sex","LifeStage","ImageURL","RelatedInformation","CollectorNumber","FieldNumber","FieldNotes","OriginalCoordinatesSystem","LatLongComments","GeoreferenceMethod","GeoreferenceReferences","GeoreferenceVerificationStatus","Remarks","FootprintWKT","FootprintSRS","ProjectCode","ProtocolType","ProtocolCode","ProtocolSpeciesTargeted","ProtocolReference","ProtocolURL","SurveyAreaIdentifier","SurveyAreaSize","SurveyAreaPercentageCovered","SurveyAreaShape","SurveyAreaLongAxisLength","SurveyAreaShortAxisLength","SurveyAreaLongAxisOrientation","CoordinatesScope","SamplingEventIdentifier","SamplingEventStructure","RouteIdentifier","TimeObservationsStarted","TimeObservationsEnded","DurationInHours","TimeIntervalStarted","TimeIntervalEnded","TimeIntervalsAdditive","NumberOfObservers","EffortMeasurement1","EffortUnits1","EffortMeasurement2","EffortUnits2","EffortMeasurement3","EffortUnits3","EffortMeasurement4","EffortUnits4","EffortMeasurement5","EffortUnits5","EffortMeasurement6","EffortUnits6","EffortMeasurement7","EffortUnits7","EffortMeasurement8","EffortUnits8","EffortMeasurement9","EffortUnits9","EffortMeasurement10","EffortUnits10","EffortMeasurement11","EffortUnits11","EffortMeasurement12","EffortUnits12","EffortMeasurement13","EffortUnits13","EffortMeasurement14","EffortUnits14","EffortMeasurement15","EffortUnits15","EffortMeasurement16","EffortUnits16","EffortMeasurement17","EffortUnits17","EffortMeasurement18","EffortUnits18","NoObservations","DistanceFromObserver","DistanceFromObserverMin","DistanceFromObserverMax","DistanceFromStart","BearingInDegrees","SpecimenDecimalLatitude","SpecimenDecimalLongitude","SpecimenGeodeticDatum","SpecimenUTMZone","SpecimenUTMNorthing","SpecimenUTMEasting","ObservationCount","ObservationDescriptor","ObservationCount2","ObservationDescriptor2","ObservationCount3","ObservationDescriptor3","ObservationCount4","ObservationDescriptor4","ObservationCount5","ObservationDescriptor5","ObservationCount6","ObservationDescriptor6","ObsCountAtLeast","ObsCountAtMost","ObservationDate","DateUncertaintyInDays","AllIndividualsReported","AllSpeciesReported","UTMZone","UTMNorthing","UTMEasting","CoordinatesUncertaintyInDecimalDegrees","CommonName","RecordPermissions","MultiScientificName1","MultiScientificName2","MultiScientificName3","MultiScientificName4","MultiScientificName5","MultiScientificName6","TaxonomicAuthorityAuthors","TaxonomicAuthorityVersion","TaxonomicAuthorityYear","SpeciesCode","TaxonConceptID","BreedingBirdAtlasCode","HabitatDescription","Remarks2","LastModifiedAction","RecordReviewStatus"
"11",1077716223,"BCCWS",1008,92,3,3020,"BC","CA","SCPR-2",49.88327,-124.59655,5,"CA.BC.PW","N/A","10UCA82",2018,12,1,7,NA,"URN:catalog:BSC-EOC:BCCWS:101961-1-3020-17",NA,"Observation","BSC-EOC","BCCWS","101961-1-3020-17","Haliaeetus leucocephalus","AnimaliaChordataAvesAccipitriformes78","Animalia","Chordata","Aves","Accipitriformes","78","Haliaeetus","leucocephalus",NA,NA,NA,NA,"North AmericaCanadaBritish Columbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Sliammon",NA,NA,NA,NA,"49.883270","-124.596550",NA,NA,"2018","12","7","10.3333",NA,NA,NA,NA,NA,NA,"1055010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Modified transect","BCCWS","Waterbirds",NA,"http://www.birdscanada.org/download/BCCWSProtocol.pdf","SCPR-2",NA,NA,"Unlimited",NA,NA,NA,NA,"BCCWS-101961-1",NA,"SCPR-2","10.3333","11.6667","1.33333",NA,NA,NA,NA,NA,"Party-hours","Unlimited","Visibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","Total Count","0","Inland","9","Near Shore","0","Off Shore",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Bald Eagle",NA,NA,NA,NA,NA,NA,NA,"Cornell Lab of Ornithology","eBird/Clements v2019","2019","BAEA",NA,NA,NA,NA,NA,NA
"12",1077716240,"BCCWS",1008,92,3,2420,"BC","CA","GISS-1",48.836075,-123.451881,5,"CA.BC.CP","N/A","10UDV60",2019,10,2,13,NA,"URN:catalog:BSC-EOC:BCCWS:127639-1-2420-16",NA,"Observation","BSC-EOC","BCCWS","127639-1-2420-16","Urile pelagicus","AnimaliaChordataAvesSuliformes69","Animalia","Chordata","Aves","Suliformes","69","Urile","pelagicus",NA,NA,NA,NA,"North AmericaCanadaBritish Columbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Ganges Inner and Outer Harbour",NA,NA,NA,NA,"48.836075","-123.451881",NA,NA,"2019","10","13","10.25",NA,NA,NA,NA,NA,NA,"1055037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Modified transect","BCCWS","Waterbirds",NA,"http://www.birdscanada.org/download/BCCWSProtocol.pdf","GISS-1",NA,NA,"Unlimited",NA,NA,NA,NA,"BCCWS-127639-1",NA,"GISS-1","10.25","12.75","2.5",NA,NA,NA,NA,NA,"Party-hours","1 km","Visibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","Total Count","0","Inland","8","Near Shore","0","Off Shore",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Pelagic Cormorant",NA,NA,NA,NA,NA,NA,NA,"Cornell Lab of Ornithology","eBird/Clements v2019","2019","PECO",NA,NA,NA,NA,NA,NA
"13",1077716247,"BCCWS",1008,92,3,2550,"BC","CA","VICX-9",49.597466,-124.881027,5,"CA.BC.CX2","BC272","10UCV69",2019,3,2,10,NA,"URN:catalog:BSC-EOC:BCCWS:105065-1-2550-19",NA,"Observation","BSC-EOC","BCCWS","105065-1-2550-19","Ardea herodias","AnimaliaChordataAvesPelecaniformes73","Animalia","Chordata","Aves","Pelecaniformes","73","Ardea","herodias",NA,NA,NA,NA,"North AmericaCanadaBritish Columbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Union Bay and Old Log Sort Area",NA,NA,NA,NA,"49.597466","-124.881027",NA,NA,"2019","3","10","8.58333",NA,NA,NA,NA,NA,NA,"1031756",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Modified transect","BCCWS","Waterbirds",NA,"http://www.birdscanada.org/download/BCCWSProtocol.pdf","VICX-9",NA,NA,"Unlimited",NA,NA,NA,NA,"BCCWS-105065-1",NA,"VICX-9","8.58333","10.6667","2.08333",NA,NA,NA,NA,NA,"Party-hours","Unlimited","Visibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Total Count","0","Inland","1","Near Shore","0","Off Shore",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Great Blue Heron",NA,NA,NA,NA,NA,NA,NA,"Cornell Lab of Ornithology","eBird/Clements v2019","2019","GBHE",NA,NA,NA,NA,NA,NA
"14",1077716271,"BCCWS",1008,92,3,5970,"BC","CA","LMSQ-23",49.691784,-123.168472,5,"CA.BC.SL","BC023","10UDA80",2019,1,2,13,NA,"URN:catalog:BSC-EOC:BCCWS:113475-1-5970-25",NA,"Observation","BSC-EOC","BCCWS","113475-1-5970-25","Columba livia (Feral Pigeon)","AnimaliaChordataAvesColumbiformes16","Animalia","Chordata","Aves","Columbiformes","16","Columba","livia",NA,NA,NA,NA,"North AmericaCanadaBritish Columbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Squamish Estuary (formerly sites 1-20)",NA,NA,NA,NA,"49.691784","-123.168472",NA,NA,"2019","1","13","8.5",NA,NA,NA,NA,NA,NA,"1054942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Modified transect","BCCWS","Waterbirds",NA,"http://www.birdscanada.org/download/BCCWSProtocol.pdf","LMSQ-23",NA,NA,"Unlimited",NA,NA,NA,NA,"BCCWS-113475-1",NA,"LMSQ-23","8.5","12","3.5",NA,NA,NA,NA,NA,"Party-hours",NA,"Visibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17","Total Count","17","Inland","0","Near Shore","0","Off Shore",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Rock Pigeon (Feral Pigeon)",NA,NA,NA,NA,NA,NA,NA,"Cornell Lab of Ornithology","eBird/Clements v2019","2019","ROPI",NA,NA,NA,NA,NA,NA
"15",1077716289,"BCCWS",1008,92,3,5190,"BC","CA","GIMA-7",48.822071,-123.290375,5,"CA.BC.CP","N/A","10UDV70",2018,11,2,11,NA,"URN:catalog:BSC-EOC:BCCWS:100510-1-5190-5",NA,"Observation","BSC-EOC","BCCWS","100510-1-5190-5","Larus glaucoides thayeri","AnimaliaChordataAvesCharadriiformes55","Animalia","Chordata","Aves","Charadriiformes","55","Larus","glaucoides",NA,NA,NA,NA,"North AmericaCanadaBritish Columbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Conconi & Gallagher",NA,NA,NA,NA,"48.822071","-123.290375",NA,NA,"2018","11","11","7.75",NA,NA,NA,NA,NA,NA,"1054951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Modified transect","BCCWS","Waterbirds",NA,"http://www.birdscanada.org/download/BCCWSProtocol.pdf","GIMA-7",NA,NA,"Unlimited",NA,NA,NA,NA,"BCCWS-100510-1",NA,"GIMA-7","7.75","8.25","0.5",NA,NA,NA,NA,NA,"Party-hours","Unlimited","Visibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Total Count","0","Inland","1","Near Shore","0","Off Shore",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Iceland Gull (Thayer's)",NA,NA,NA,NA,NA,NA,NA,"Cornell Lab of Ornithology","eBird/Clements v2019","2019",NA,NA,NA,NA,NA,NA,NA
"16",1077716306,"BCCWS",1008,92,3,3020,"BC","CA","SCPR-4",49.774014,-124.367668,5,"CA.BC.PW","N/A","10UDA01",2019,8,2,9,NA,"URN:catalog:BSC-EOC:BCCWS:116690-1-3020-5",NA,"Observation","BSC-EOC","BCCWS","116690-1-3020-5","Haliaeetus leucocephalus","AnimaliaChordataAvesAccipitriformes78","Animalia","Chordata","Aves","Accipitriformes","78","Haliaeetus","leucocephalus",NA,NA,NA,NA,"North AmericaCanadaBritish Columbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Lang Creek Estuary",NA,NA,NA,NA,"49.774014","-124.367668",NA,NA,"2019","8","9","15.75",NA,NA,NA,NA,NA,NA,"1080016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Modified transect","BCCWS","Waterbirds",NA,"http://www.birdscanada.org/download/BCCWSProtocol.pdf","SCPR-4",NA,NA,"Unlimited",NA,NA,NA,NA,"BCCWS-116690-1",NA,"SCPR-4","15.75","17","1.25",NA,NA,NA,NA,NA,"Party-hours","Unlimited","Visibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Total Count","0","Inland","2","Near Shore","0","Off Shore",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Bald Eagle",NA,NA,NA,NA,NA,NA,NA,"Cornell Lab of Ornithology","eBird/Clements v2019","2019","BAEA",NA,NA,NA,NA,NA,NA
"17",1077716378,"BCCWS",1008,92,3,5250,"BC","CA","LMVN-7",49.011894,-123.111794,5,"CA.BC.GV","BC017","10UDV92",2019,11,2,10,NA,"URN:catalog:BSC-EOC:BCCWS:128924-1-5250-18",NA,"Observation","BSC-EOC","BCCWS","128924-1-5250-18","Larus glaucescens","AnimaliaChordataAvesCharadriiformes55","Animalia","Chordata","Aves","Charadriiformes","55","Larus","glaucescens",NA,NA,NA,NA,"North AmericaCanadaBritish Columbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Tsawwassen SW",NA,NA,NA,NA,"49.011894","-123.111794",NA,NA,"2019","11","10","13.0833",NA,NA,NA,NA,NA,NA,"1054957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Modified transect","BCCWS","Waterbirds",NA,"http://www.birdscanada.org/download/BCCWSProtocol.pdf","LMVN-7",NA,NA,"Unlimited",NA,NA,NA,NA,"BCCWS-128924-1",NA,"LMVN-7","13.0833","15.5833","2.5",NA,NA,NA,NA,NA,"Party-hours","Unlimited","Visibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","Total Count","0","Inland","9","Near Shore","0","Off Shore",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Glaucous-winged Gull",NA,NA,NA,NA,NA,NA,NA,"Cornell Lab of Ornithology","eBird/Clements v2019","2019","GWGU",NA,NA,NA,NA,NA,NA
"18",1077716382,"BCCWS",1008,92,3,41209,"BC","CA","VICV-6",48.760704,-123.622688,5,"CA.BC.CV","BC048","10UDV50",2019,9,1,8,NA,"URN:catalog:BSC-EOC:BCCWS:122944-1-41209-1",NA,"Observation","BSC-EOC","BCCWS","122944-1-41209-1","Charadriiformes sp.","AnimaliaChordataAvesCharadriiformes52","Animalia","Chordata","Aves","Charadriiformes","52","Charadriiformes","sp.",NA,NA,NA,NA,"North AmericaCanadaBritish Columbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Cowichan Estuary North-Khenipsen Rd",NA,NA,NA,NA,"48.760704","-123.622688",NA,NA,"2019","9","8","3",NA,NA,NA,NA,NA,NA,"1055019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Modified transect","BCCWS","Waterbirds",NA,"http://www.birdscanada.org/download/BCCWSProtocol.pdf","VICV-6",NA,NA,"Unlimited",NA,NA,NA,NA,"BCCWS-122944-1",NA,"VICV-6","3","3.66667","0.666667",NA,NA,NA,NA,NA,"Party-hours","1 km","Visibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100","Total Count","0","Inland","0","Near Shore","100","Off Shore",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Shorebird sp.",NA,NA,NA,NA,NA,NA,NA,"Cornell Lab of Ornithology","eBird/Clements v2019","2019","SHOR",NA,NA,NA,NA,NA,NA
"19",1077716384,"BCCWS",1008,92,3,2420,"BC","CA","VIPM-4",50.485336,-126.095451,5,"CA.BC.CX1","N/A","09UYR09",2018,5,2,14,NA,"URN:catalog:BSC-EOC:BCCWS:89218-1-2420-8",NA,"Observation","BSC-EOC","BCCWS","89218-1-2420-8","Urile pelagicus","AnimaliaChordataAvesSuliformes69","Animalia","Chordata","Aves","Suliformes","69","Urile","pelagicus",NA,NA,NA,NA,"North AmericaCanadaBritish Columbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Neville Point",NA,NA,NA,NA,"50.485336","-126.095451",NA,NA,"2018","5","14","11.5",NA,NA,NA,NA,NA,NA,"1055015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Modified transect","BCCWS","Waterbirds",NA,"http://www.birdscanada.org/download/BCCWSProtocol.pdf","VIPM-4",NA,NA,"Unlimited",NA,NA,NA,NA,"BCCWS-89218-1",NA,"VIPM-4","11.5","12.3333","0.833333",NA,NA,NA,NA,NA,"Party-hours","Unlimited","Visibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","Total Count","0","Inland","10","Near Shore","0","Off Shore",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Pelagic Cormorant",NA,NA,NA,NA,NA,NA,NA,"Cornell Lab of Ornithology","eBird/Clements v2019","2019","PECO",NA,NA,NA,NA,NA,NA
"20",1077716424,"BCCWS",1008,92,3,451,"BC","CA","SCPR-3",49.766373,-124.340492,5,"CA.BC.PW","N/A","10UDA01",2019,3,1,8,NA,"URN:catalog:BSC-EOC:BCCWS:104987-1-451-3",NA,"Observation","BSC-EOC","BCCWS","104987-1-451-3","Anas platyrhynchos","AnimaliaChordataAvesAnseriformes8","Animalia","Chordata","Aves","Anseriformes","8","Anas","platyrhynchos",NA,NA,NA,NA,"North AmericaCanadaBritish Columbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Lang Creek breakwater- Stillwater Bay",NA,NA,NA,NA,"49.766373","-124.340492",NA,NA,"2019","3","8","9.25",NA,NA,NA,NA,NA,NA,"1080016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Modified transect","BCCWS","Waterbirds",NA,"http://www.birdscanada.org/download/BCCWSProtocol.pdf","SCPR-3",NA,NA,"Unlimited",NA,NA,NA,NA,"BCCWS-104987-1",NA,"SCPR-3","9.25","11.5","2.25",NA,NA,NA,NA,NA,"Party-hours","500m","Visibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","Total Count","0","Inland","25","Near Shore","0","Off Shore",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Mallard",NA,NA,NA,NA,NA,NA,NA,"Cornell Lab of Ornithology","eBird/Clements v2019","2019","MALL",NA,NA,NA,NA,NA,NA
"21",1077716436,"BCCWS",1008,92,3,13900,"BC","CA","GIHO-21",49.532104,-124.596397,5,"CA.BC.CX2","BC272","10UCV88",2018,10,2,14,NA,"URN:catalog:BSC-EOC:BCCWS:99213-1-13900-20",NA,"Observation","BSC-EOC","BCCWS","99213-1-13900-20","Corvus brachyrhynchos","AnimaliaChordataAvesPasseriformes167","Animalia","Chordata","Aves","Passeriformes","167","Corvus","brachyrhynchos",NA,NA,NA,NA,"North AmericaCanadaBritish Columbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Cape Gurney",NA,NA,NA,NA,"49.532104","-124.596397",NA,NA,"2018","10","14","11.25",NA,NA,NA,NA,NA,NA,"1031915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Modified transect","BCCWS","Waterbirds",NA,"http://www.birdscanada.org/download/BCCWSProtocol.pdf","GIHO-21",NA,NA,"Unlimited",NA,NA,NA,NA,"BCCWS-99213-1",NA,"GIHO-21","11.25","13.25","2",NA,NA,NA,NA,NA,"Party-hours","750m","Visibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Total Count","0","Inland","2","Near Shore","0","Off Shore",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"American Crow",NA,NA,NA,NA,NA,NA,NA,"Cornell Lab of Ornithology","eBird/Clements v2019","2019","AMCR",NA,NA,NA,NA,NA,NA
"22",1077716443,"BCCWS",1008,92,3,5250,"BC","CA","LMSQ-23",49.691784,-123.168472,5,"CA.BC.SL","BC023","10UDA80",2019,9,1,8,NA,"URN:catalog:BSC-EOC:BCCWS:132671-1-5250-23",NA,"Observation","BSC-EOC","BCCWS","132671-1-5250-23","Larus glaucescens","AnimaliaChordataAvesCharadriiformes55","Animalia","Chordata","Aves","Charadriiformes","55","Larus","glaucescens",NA,NA,NA,NA,"North AmericaCanadaBritish Columbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Squamish Estuary (formerly sites 1-20)",NA,NA,NA,NA,"49.691784","-123.168472",NA,NA,"2019","9","8","7.25",NA,NA,NA,NA,NA,NA,"1054942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Modified transect","BCCWS","Waterbirds",NA,"http://www.birdscanada.org/download/BCCWSProtocol.pdf","LMSQ-23",NA,NA,"Unlimited",NA,NA,NA,NA,"BCCWS-132671-1",NA,"LMSQ-23","7.25","11.5","4.25",NA,NA,NA,NA,NA,"Party-hours",NA,"Visibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"181","Total Count","171","Inland","10","Near Shore","0","Off Shore",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Glaucous-winged Gull",NA,NA,NA,NA,NA,NA,NA,"Cornell Lab of Ornithology","eBird/Clements v2019","2019","GWGU",NA,NA,NA,NA,NA,NA
"23",1077716449,"BCCWS",1008,92,3,451,"BC","CA","VICX-13",49.773106,-124.964951,5,"CA.BC.CX2","BC272","10UCA51",2019,4,2,14,NA,"URN:catalog:BSC-EOC:BCCWS:106194-1-451-1",NA,"Observation","BSC-EOC","BCCWS","106194-1-451-1","Anas platyrhynchos","AnimaliaChordataAvesAnseriformes8","Animalia","Chordata","Aves","Anseriformes","8","Anas","platyrhynchos",NA,NA,NA,NA,"North AmericaCanadaBritish Columbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Kitty-Coleman Beach/Seal Bay",NA,NA,NA,NA,"49.773106","-124.964951",NA,NA,"2019","4","14","11.4167",NA,NA,NA,NA,NA,NA,"1074943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Modified transect","BCCWS","Waterbirds",NA,"http://www.birdscanada.org/download/BCCWSProtocol.pdf","VICX-13",NA,NA,"Unlimited",NA,NA,NA,NA,"BCCWS-106194-1",NA,"VICX-13","11.4167","13.3","1.88333",NA,NA,NA,NA,NA,"Party-hours","Unlimited","Visibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","Total Count","0","Inland","7","Near Shore","0","Off Shore",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Mallard",NA,NA,NA,NA,NA,NA,NA,"Cornell Lab of Ornithology","eBird/Clements v2019","2019","MALL",NA,NA,NA,NA,NA,NA
"24",1077716454,"BCCWS",1008,92,3,1600,"BC","CA","VIVI-22",48.424671,-123.385918,5,"CA.BC.CP","N/A","10TDU76",2018,1,2,12,NA,"URN:catalog:BSC-EOC:BCCWS:84969-1-1600-12",NA,"Observation","BSC-EOC","BCCWS","84969-1-1600-12","Podilymbus podiceps","AnimaliaChordataAvesPodicipediformes15","Animalia","Chordata","Aves","Podicipediformes","15","Podilymbus","podiceps",NA,NA,NA,NA,"North AmericaCanadaBritish Columbia","North America",NA,NA,NA,"Canada","British Columbia",NA,"Victoria Harbour",NA,NA,NA,NA,"48.424671","-123.385918",NA,NA,"2018","1","12","10.5833",NA,NA,NA,NA,NA,NA,"1054995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCWS","Modified transect","BCCWS","Waterbirds",NA,"http://www.birdscanada.org/download/BCCWSProtocol.pdf","VIVI-22",NA,NA,"Unlimited",NA,NA,NA,NA,"BCCWS-84969-1",NA,"VIVI-22","10.5833","11.9167","1.33333",NA,NA,NA,NA,NA,"Party-hours","1 km","Visibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Total Count","0","Inland","1","Near Shore","0","Off Shore",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,"Pied-billed Grebe",NA,NA,NA,NA,NA,NA,NA,"Cornell Lab of Ornithology","eBird/Clements v2019","2019","PBGR",NA,NA,NA,NA,NA,NA
