OID_,abbrev,name,count_yr,country_code,description,distance,distance_unit,hours
77,BCCB,Cranbrook,95,CA,foot,2.000000000000000,Miles,3.000000000000000
78,BCCB,Cranbrook,95,CA,car,281.000000000000000,Miles,25.000000000000000
79,BCCH,Chilliwack,95,CA,foot,25.000000000000000,Miles,22.500000000000000
80,BCCH,Chilliwack,95,CA,car,295.000000000000000,Miles,65.000000000000000
81,BCCO,Comox,95,CA,car,252.000000000000000,Miles,87.000000000000000
82,BCCO,Comox,95,CA,foot,34.000000000000000,Miles,9.000000000000000
83,BCCR,Campbell River,95,CA,car,139.000000000000000,Miles,154.500000000000000
84,BCCR,Campbell River,95,CA,foot,15.000000000000000,Miles,35.000000000000000
85,BCDB,Deep Bay,95,CA,foot,12.000000000000000,Miles,18.000000000000000
86,BCDB,Deep Bay,95,CA,car,101.000000000000000,Miles,22.000000000000000
87,BCBA,Bamfield,96,CA,car,40.000000000000000,Miles,5.000000000000000
88,BCBA,Bamfield,96,CA,foot,11.000000000000000,Miles,11.000000000000000
89,BCBL,Burns Lake-Francois Lake,96,CA,foot,12.000000000000000,Miles,5.000000000000000
90,BCBL,Burns Lake-Francois Lake,96,CA,car,288.000000000000000,Miles,33.000000000000000
91,BCBR,Broughton Strait,96,CA,car,123.000000000000000,Miles,10.300000000000001
92,BCBR,Broughton Strait,96,CA,foot,11.000000000000000,Miles,26.000000000000000
93,BCCB,Cranbrook,96,CA,foot,15.000000000000000,Miles,14.500000000000000
94,BCCB,Cranbrook,96,CA,car,399.000000000000000,Miles,17.500000000000000
95,BCCH,Chilliwack,96,CA,foot,18.000000000000000,Miles,16.500000000000000
96,BCCH,Chilliwack,96,CA,car,345.000000000000000,Miles,50.500000000000000
97,BCCL,Clearwater,96,CA,foot,7.000000000000000,Miles,6.500000000000000
98,BCCL,Clearwater,96,CA,car,82.000000000000000,Miles,10.500000000000000
99,BCCO,Comox,96,CA,car,252.000000000000000,Miles,40.000000000000000
100,BCCO,Comox,96,CA,foot,23.000000000000000,Miles,68.000000000000000
101,BCCR,Campbell River,96,CA,foot,64.000000000000000,Miles,56.000000000000000
102,BCCR,Campbell River,96,CA,car,284.000000000000000,Miles,36.299999999999997
103,BCDB,Deep Bay,96,CA,car,90.000000000000000,Miles,10.000000000000000
104,BCDB,Deep Bay,96,CA,foot,9.000000000000000,Miles,30.000000000000000
105,BCBA,Bamfield,97,CA,foot,17.000000000000000,Miles,12.000000000000000
106,BCBA,Bamfield,97,CA,car,25.000000000000000,Miles,4.000000000000000
107,BCBL,Burns Lake-Francois Lake,97,CA,foot,0.000000000000000,Miles,0.000000000000000
108,BCBL,Burns Lake-Francois Lake,97,CA,car,130.000000000000000,Miles,22.000000000000000
109,BCBR,Broughton Strait,97,CA,car,102.000000000000000,Miles,16.000000000000000
110,BCBR,Broughton Strait,97,CA,foot,22.000000000000000,Miles,38.000000000000000
111,BCCB,Cranbrook,97,CA,foot,6.000000000000000,Miles,6.000000000000000
112,BCCB,Cranbrook,97,CA,car,128.000000000000000,Miles,15.000000000000000
113,BCCH,Chilliwack,97,CA,foot,21.000000000000000,Miles,13.500000000000000
114,BCCH,Chilliwack,97,CA,car,439.000000000000000,Miles,61.000000000000000
115,BCCL,Clearwater,97,CA,car,53.000000000000000,Miles,9.000000000000000
116,BCCL,Clearwater,97,CA,foot,6.000000000000000,Miles,11.000000000000000
117,BCDB,Deep Bay,97,CA,car,87.000000000000000,Miles,55.000000000000000
118,BCDB,Deep Bay,97,CA,foot,8.000000000000000,Miles,105.000000000000000
119,BCBA,Bamfield,98,CA,foot,12.000000000000000,Miles,12.000000000000000
120,BCBA,Bamfield,98,CA,car,30.000000000000000,Miles,2.000000000000000
121,BCBL,Burns Lake-Francois Lake,98,CA,foot,1.000000000000000,Miles,2.500000000000000
122,BCBL,Burns Lake-Francois Lake,98,CA,car,268.000000000000000,Miles,20.000000000000000
123,BCBR,Broughton Strait,98,CA,foot,19.000000000000000,Miles,24.000000000000000
124,BCBR,Broughton Strait,98,CA,car,87.000000000000000,Miles,8.000000000000000
125,BCCB,Cranbrook,98,CA,car,163.000000000000000,Miles,27.500000000000000
126,BCCB,Cranbrook,98,CA,foot,4.000000000000000,Miles,2.500000000000000
127,BCCH,Chilliwack,98,CA,foot,26.000000000000000,Miles,12.500000000000000
128,BCCH,Chilliwack,98,CA,car,441.000000000000000,Miles,107.000000000000000
129,BCCL,Clearwater,98,CA,foot,15.000000000000000,Miles,15.000000000000000
130,BCCL,Clearwater,98,CA,car,112.000000000000000,Miles,15.000000000000000
131,BCCO,Comox,98,CA,foot,35.000000000000000,Miles,52.000000000000000
132,BCCO,Comox,98,CA,car,243.000000000000000,Miles,44.299999999999997
133,BCCR,Campbell River,98,CA,car,185.000000000000000,Miles,47.500000000000000
134,BCCR,Campbell River,98,CA,foot,55.000000000000000,Miles,41.500000000000000
135,BCDB,Deep Bay,98,CA,foot,12.000000000000000,Miles,30.000000000000000
136,BCDB,Deep Bay,98,CA,car,60.000000000000000,Miles,12.500000000000000
137,BCBA,Bamfield,99,CA,car,35.000000000000000,Miles,6.000000000000000
138,BCBA,Bamfield,99,CA,foot,12.000000000000000,Miles,9.000000000000000
139,BCBA,Bamfield,99,CA,motorized boat,30.000000000000000,Miles,9.500000000000000
140,BCBL,Burns Lake-Francois Lake,99,CA,foot,6.000000000000000,Miles,3.000000000000000
141,BCBL,Burns Lake-Francois Lake,99,CA,car,254.000000000000000,Miles,19.000000000000000
142,BCBR,Broughton Strait,99,CA,motorized boat,14.000000000000000,Miles,7.500000000000000
143,BCBR,Broughton Strait,99,CA,car,78.000000000000000,Miles,13.000000000000000
144,BCBR,Broughton Strait,99,CA,foot,9.000000000000000,Miles,15.000000000000000
145,BCCB,Cranbrook,99,CA,foot,7.000000000000000,Miles,5.000000000000000
146,BCCB,Cranbrook,99,CA,car,204.000000000000000,Miles,25.000000000000000
147,BCCH,Chilliwack,99,CA,car,270.000000000000000,Miles,50.000000000000000
148,BCCH,Chilliwack,99,CA,foot,2.000000000000000,Miles,1.000000000000000
149,BCCO,Comox,99,CA,foot,45.000000000000000,Miles,55.500000000000000
150,BCCO,Comox,99,CA,car,238.000000000000000,Miles,38.000000000000000
151,BCCR,Campbell River,99,CA,car,248.000000000000000,Kilometers,44.000000000000000
152,BCCR,Campbell River,99,CA,foot,27.000000000000000,Kilometers,37.000000000000000
153,BCCT,Creston Valley,99,CA,car,250.000000000000000,Miles,30.500000000000000
154,BCCT,Creston Valley,99,CA,foot,13.000000000000000,Miles,11.500000000000000
155,BCDB,Deep Bay,99,CA,car,70.000000000000000,Miles,15.000000000000000
156,BCDB,Deep Bay,99,CA,foot,12.000000000000000,Miles,29.000000000000000
157,BCBA,Bamfield,100,CA,car,70.000000000000000,Miles,6.000000000000000
158,BCBA,Bamfield,100,CA,motorized boat,20.000000000000000,Miles,8.000000000000000
159,BCBA,Bamfield,100,CA,foot,3.000000000000000,Miles,2.000000000000000
160,BCBR,Broughton Strait,100,CA,foot,11.000000000000000,Miles,19.500000000000000
161,BCBR,Broughton Strait,100,CA,car,59.000000000000000,Miles,10.000000000000000
162,BCCB,Cranbrook,100,CA,car,260.000000000000000,Kilometers,27.000000000000000
163,BCCB,Cranbrook,100,CA,foot,6.000000000000000,Kilometers,5.000000000000000
164,BCCH,Chilliwack,100,CA,car,332.000000000000000,Miles,49.500000000000000
165,BCCH,Chilliwack,100,CA,foot,12.000000000000000,Miles,15.500000000000000
166,BCCO,Comox,100,CA,car,211.000000000000000,Miles,24.500000000000000
167,BCCO,Comox,100,CA,foot,27.000000000000000,Miles,58.000000000000000
168,BCCR,Campbell River,100,CA,foot,27.000000000000000,Kilometers,28.250000000000000
169,BCCR,Campbell River,100,CA,car,247.000000000000000,Kilometers,62.549999999999997
170,BCCT,Creston Valley,100,CA,car,204.000000000000000,Miles,29.500000000000000
171,BCCT,Creston Valley,100,CA,foot,10.000000000000000,Miles,9.000000000000000
172,BCDB,Deep Bay,100,CA,car,49.000000000000000,Miles,13.500000000000000
173,BCDB,Deep Bay,100,CA,foot,6.000000000000000,Miles,28.000000000000000
174,BCDC,Dawson Creek,100,CA,foot,5.000000000000000,Miles,4.000000000000000
175,BCDC,Dawson Creek,100,CA,car,284.000000000000000,Miles,26.500000000000000
176,BCAM,Abbotsford-Mission,101,CA,car,353.000000000000000,Kilometers,74.750000000000000
177,BCAM,Abbotsford-Mission,101,CA,foot,37.000000000000000,Kilometers,4.000000000000000
178,BCBA,Bamfield,101,CA,car,30.000000000000000,Miles,2.500000000000000
179,BCBA,Bamfield,101,CA,motorized boat,58.000000000000000,Miles,9.000000000000000
180,BCBA,Bamfield,101,CA,foot,4.000000000000000,Miles,9.500000000000000
181,BCBK,Bridge Lake,101,CA,foot,1.000000000000000,Kilometers,3.000000000000000
182,BCBK,Bridge Lake,101,CA,car,13.000000000000000,Kilometers,3.000000000000000
183,BCBL,Burns Lake-Francois Lake,101,CA,car,223.000000000000000,Miles,14.500000000000000
184,BCBL,Burns Lake-Francois Lake,101,CA,foot,5.000000000000000,Miles,4.500000000000000
185,BCBR,Broughton Strait,101,CA,foot,11.000000000000000,Miles,26.500000000000000
186,BCBR,Broughton Strait,101,CA,car,100.000000000000000,Miles,9.000000000000000
187,BCCB,Cranbrook,101,CA,foot,5.000000000000000,Kilometers,4.000000000000000
188,BCCB,Cranbrook,101,CA,car,237.000000000000000,Kilometers,28.000000000000000
189,BCCH,Chilliwack,101,CA,foot,7.000000000000000,Miles,6.000000000000000
190,BCCH,Chilliwack,101,CA,car,290.000000000000000,Miles,52.000000000000000
191,BCCO,Comox,101,CA,car,215.000000000000000,Miles,0.000000000000000
192,BCCO,Comox,101,CA,foot,25.000000000000000,Miles,0.000000000000000
193,BCCR,Campbell River,101,CA,foot,30.000000000000000,Kilometers,0.000000000000000
194,BCCR,Campbell River,101,CA,car,202.000000000000000,Kilometers,0.000000000000000
195,BCCT,Creston Valley,101,CA,foot,16.000000000000000,Kilometers,13.000000000000000
196,BCCT,Creston Valley,101,CA,car,220.000000000000000,Kilometers,30.000000000000000
197,BCDB,Deep Bay,101,CA,foot,4.000000000000000,Miles,15.000000000000000
198,BCDB,Deep Bay,101,CA,car,50.000000000000000,Miles,75.000000000000000
199,BCDC,Dawson Creek,101,CA,car,453.000000000000000,Kilometers,36.000000000000000
200,BCDC,Dawson Creek,101,CA,foot,9.000000000000000,Kilometers,7.500000000000000
201,BCAM,Abbotsford-Mission,102,CA,foot,76.000000000000000,Kilometers,47.000000000000000
202,BCAM,Abbotsford-Mission,102,CA,car,320.000000000000000,Kilometers,65.000000000000000
203,BCBA,Bamfield,102,CA,car,35.000000000000000,Miles,2.500000000000000
204,BCBA,Bamfield,102,CA,motorized boat,20.000000000000000,Miles,3.750000000000000
205,BCBA,Bamfield,102,CA,foot,2.000000000000000,Miles,1.000000000000000
206,BCBK,Bridge Lake,102,CA,foot,1.000000000000000,Kilometers,3.000000000000000
207,BCBK,Bridge Lake,102,CA,car,19.000000000000000,Kilometers,4.000000000000000
208,BCBL,Burns Lake-Francois Lake,102,CA,car,244.000000000000000,Miles,32.000000000000000
209,BCBL,Burns Lake-Francois Lake,102,CA,foot,9.000000000000000,Miles,5.000000000000000
210,BCBR,Broughton Strait,102,CA,car,106.000000000000000,Miles,13.000000000000000
211,BCBR,Broughton Strait,102,CA,foot,13.000000000000000,Miles,27.000000000000000
212,BCCB,Cranbrook,102,CA,foot,11.000000000000000,Kilometers,9.500000000000000
213,BCCB,Cranbrook,102,CA,car,179.000000000000000,Kilometers,22.500000000000000
214,BCCH,Chilliwack,102,CA,foot,18.000000000000000,Miles,21.000000000000000
215,BCCH,Chilliwack,102,CA,car,255.000000000000000,Miles,52.000000000000000
216,BCCI,Cortes Island,102,CA,foot,1.000000000000000,Miles,1.000000000000000
217,BCCI,Cortes Island,102,CA,motorized boat,15.000000000000000,Miles,2.000000000000000
218,BCCI,Cortes Island,102,CA,car,20.000000000000000,Miles,8.000000000000000
219,BCCO,Comox,102,CA,car,385.000000000000000,Miles,13.000000000000000
220,BCCO,Comox,102,CA,foot,53.000000000000000,Miles,14.500000000000000
221,BCCR,Campbell River,102,CA,foot,52.000000000000000,Kilometers,47.000000000000000
222,BCCR,Campbell River,102,CA,car,178.000000000000000,Kilometers,30.000000000000000
223,BCCT,Creston Valley,102,CA,car,245.000000000000000,Kilometers,20.000000000000000
224,BCCT,Creston Valley,102,CA,foot,16.000000000000000,Kilometers,18.000000000000000
225,BCDB,Deep Bay,102,CA,car,68.000000000000000,Kilometers,35.000000000000000
226,BCDB,Deep Bay,102,CA,foot,9.000000000000000,Kilometers,12.000000000000000
227,BCDC,Dawson Creek,102,CA,foot,4.000000000000000,Kilometers,3.500000000000000
228,BCDC,Dawson Creek,102,CA,car,438.000000000000000,Kilometers,35.000000000000000
229,BCAM,Abbotsford-Mission,103,CA,car,180.000000000000000,Kilometers,32.500000000000000
230,BCAM,Abbotsford-Mission,103,CA,foot,70.000000000000000,Kilometers,51.500000000000000
231,BCBA,Bamfield,103,CA,foot,1.000000000000000,Kilometers,2.000000000000000
232,BCBA,Bamfield,103,CA,motorized boat,32.000000000000000,Kilometers,7.000000000000000
233,BCBA,Bamfield,103,CA,car,18.000000000000000,Kilometers,4.250000000000000
234,BCBK,Bridge Lake,103,CA,foot,1.000000000000000,Kilometers,3.000000000000000
235,BCBK,Bridge Lake,103,CA,car,21.000000000000000,Kilometers,5.000000000000000
236,BCBL,Burns Lake-Francois Lake,103,CA,car,263.000000000000000,Miles,16.500000000000000
237,BCBL,Burns Lake-Francois Lake,103,CA,foot,5.000000000000000,Miles,3.500000000000000
238,BCBR,Broughton Strait,103,CA,motorized boat,3.000000000000000,Kilometers,2.500000000000000
239,BCBR,Broughton Strait,103,CA,foot,9.000000000000000,Kilometers,20.750000000000000
240,BCBR,Broughton Strait,103,CA,car,42.000000000000000,Kilometers,15.750000000000000
241,BCCB,Cranbrook,103,CA,foot,13.000000000000000,Kilometers,22.000000000000000
242,BCCB,Cranbrook,103,CA,car,256.000000000000000,Kilometers,23.000000000000000
243,BCCH,Chilliwack,103,CA,foot,18.000000000000000,Kilometers,20.000000000000000
244,BCCH,Chilliwack,103,CA,car,173.000000000000000,Kilometers,51.000000000000000
245,BCCI,Cortes Island,103,CA,car,37.000000000000000,Kilometers,3.000000000000000
246,BCCI,Cortes Island,103,CA,foot,2.000000000000000,Kilometers,18.000000000000000
247,BCCO,Comox,103,CA,foot,39.000000000000000,Miles,20.000000000000000
248,BCCO,Comox,103,CA,car,387.000000000000000,Miles,84.000000000000000
249,BCCR,Campbell River,103,CA,foot,31.000000000000000,Kilometers,40.000000000000000
250,BCCR,Campbell River,103,CA,car,159.000000000000000,Kilometers,48.500000000000000
251,BCCT,Creston Valley,103,CA,car,245.000000000000000,Kilometers,34.000000000000000
252,BCCT,Creston Valley,103,CA,foot,12.000000000000000,Kilometers,11.250000000000000
253,BCDA,D'arcy-Birken,103,CA,car,30.000000000000000,Kilometers,4.000000000000000
254,BCDA,D'arcy-Birken,103,CA,foot,14.000000000000000,Kilometers,36.000000000000000
255,BCDB,Deep Bay,103,CA,car,133.000000000000000,Kilometers,0.000000000000000
256,BCDB,Deep Bay,103,CA,foot,11.000000000000000,Kilometers,15.000000000000000
257,BCDC,Dawson Creek,103,CA,foot,7.000000000000000,Kilometers,5.500000000000000
258,BCDC,Dawson Creek,103,CA,car,398.000000000000000,Kilometers,29.500000000000000
259,BCAH,Apex-Hedley,104,CA,foot,9.000000000000000,Kilometers,13.000000000000000
260,BCAH,Apex-Hedley,104,CA,skis/xc-skis,27.000000000000000,Kilometers,10.000000000000000
261,BCAH,Apex-Hedley,104,CA,car,100.000000000000000,Kilometers,15.000000000000000
262,BCAM,Abbotsford-Mission,104,CA,car,301.000000000000000,Kilometers,31.000000000000000
263,BCAM,Abbotsford-Mission,104,CA,foot,40.000000000000000,Kilometers,47.000000000000000
264,BCBK,Bridge Lake,104,CA,car,23.000000000000000,Miles,4.000000000000000
265,BCBK,Bridge Lake,104,CA,foot,1.000000000000000,Miles,4.000000000000000
266,BCBL,Burns Lake-Francois Lake,104,CA,foot,1.000000000000000,Miles,0.500000000000000
267,BCBL,Burns Lake-Francois Lake,104,CA,car,226.000000000000000,Miles,18.000000000000000
268,BCBR,Broughton Strait,104,CA,foot,8.000000000000000,Kilometers,28.000000000000000
269,BCBR,Broughton Strait,104,CA,car,164.000000000000000,Kilometers,19.750000000000000
270,BCCA,Cawston,104,CA,foot,22.000000000000000,Miles,23.500000000000000
271,BCCA,Cawston,104,CA,car,76.000000000000000,Miles,19.000000000000000
272,BCCB,Cranbrook,104,CA,foot,7.000000000000000,Kilometers,7.000000000000000
273,BCCB,Cranbrook,104,CA,car,232.000000000000000,Kilometers,23.000000000000000
274,BCCH,Chilliwack,104,CA,foot,25.000000000000000,Kilometers,32.000000000000000
275,BCCH,Chilliwack,104,CA,car,376.000000000000000,Kilometers,60.000000000000000
276,BCCI,Cortes Island,104,CA,foot,2.000000000000000,Kilometers,20.000000000000000
277,BCCI,Cortes Island,104,CA,car,48.000000000000000,Kilometers,6.000000000000000
278,BCCO,Comox,104,CA,foot,25.000000000000000,Miles,20.000000000000000
279,BCCO,Comox,104,CA,car,205.000000000000000,Miles,40.000000000000000
280,BCCR,Campbell River,104,CA,car,184.000000000000000,Miles,45.250000000000000
281,BCCR,Campbell River,104,CA,foot,32.000000000000000,Miles,39.500000000000000
282,BCCT,Creston Valley,104,CA,car,279.000000000000000,Miles,35.500000000000000
283,BCCT,Creston Valley,104,CA,skis/xc-skis,5.000000000000000,Miles,6.500000000000000
284,BCCT,Creston Valley,104,CA,foot,17.000000000000000,Miles,11.500000000000000
285,BCDA,D'arcy-Birken,104,CA,car,39.000000000000000,Kilometers,12.000000000000000
286,BCDA,D'arcy-Birken,104,CA,foot,28.000000000000000,Kilometers,31.000000000000000
287,BCDB,Deep Bay,104,CA,car,50.000000000000000,Miles,10.000000000000000
288,BCDB,Deep Bay,104,CA,foot,8.000000000000000,Miles,7.000000000000000
289,BCDC,Dawson Creek,104,CA,car,320.000000000000000,Kilometers,21.000000000000000
290,BCDC,Dawson Creek,104,CA,foot,0.000000000000000,Kilometers,1.000000000000000
291,BCAH,Apex-Hedley,105,CA,skis/xc-skis,18.000000000000000,Kilometers,12.500000000000000
292,BCAH,Apex-Hedley,105,CA,foot,23.000000000000000,Kilometers,18.500000000000000
293,BCAH,Apex-Hedley,105,CA,car,130.000000000000000,Kilometers,10.000000000000000
294,BCAM,Abbotsford-Mission,105,CA,foot,22.000000000000000,Kilometers,37.750000000000000
295,BCAM,Abbotsford-Mission,105,CA,car,372.000000000000000,Kilometers,34.250000000000000
296,BCBA,Bamfield,105,CA,motorized boat,9.000000000000000,Kilometers,1.250000000000000
297,BCBA,Bamfield,105,CA,car,18.000000000000000,Kilometers,2.000000000000000
298,BCBA,Bamfield,105,CA,motorized boat,20.000000000000000,Kilometers,1.250000000000000
299,BCBA,Bamfield,105,CA,motorized boat,17.000000000000000,Kilometers,1.250000000000000
300,BCBA,Bamfield,105,CA,motorized boat,9.000000000000000,Kilometers,1.250000000000000
301,BCBA,Bamfield,105,CA,foot,5.000000000000000,Kilometers,4.750000000000000
302,BCBK,Bridge Lake,105,CA,foot,1.000000000000000,Kilometers,5.000000000000000
303,BCBK,Bridge Lake,105,CA,car,24.000000000000000,Kilometers,2.500000000000000
304,BCBL,Burns Lake-Francois Lake,105,CA,foot,11.000000000000000,Miles,4.000000000000000
305,BCBL,Burns Lake-Francois Lake,105,CA,car,49.000000000000000,Miles,4.500000000000000
306,BCBR,Broughton Strait,105,CA,foot,17.000000000000000,Kilometers,43.500000000000000
307,BCBR,Broughton Strait,105,CA,car,98.000000000000000,Kilometers,6.000000000000000
308,BCBY,Blaeberry,105,CA,foot,2.000000000000000,Kilometers,3.000000000000000
309,BCBY,Blaeberry,105,CA,car,31.000000000000000,Kilometers,3.000000000000000
310,BCCA,Cawston,105,CA,foot,32.000000000000000,Kilometers,29.750000000000000
311,BCCA,Cawston,105,CA,car,141.000000000000000,Kilometers,13.750000000000000
312,BCCB,Cranbrook,105,CA,foot,4.000000000000000,Kilometers,3.000000000000000
313,BCCB,Cranbrook,105,CA,car,169.000000000000000,Kilometers,19.500000000000000
314,BCCH,Chilliwack,105,CA,car,376.000000000000000,Kilometers,60.000000000000000
315,BCCH,Chilliwack,105,CA,foot,25.000000000000000,Kilometers,32.000000000000000
316,BCCI,Cortes Island,105,CA,motorized boat,1.000000000000000,Kilometers,3.000000000000000
317,BCCI,Cortes Island,105,CA,foot,2.000000000000000,Kilometers,20.000000000000000
318,BCCI,Cortes Island,105,CA,car,49.000000000000000,Kilometers,6.000000000000000
319,BCCK,Charlie Lake,105,CA,car,34.000000000000000,Kilometers,4.000000000000000
320,BCCK,Charlie Lake,105,CA,foot,3.000000000000000,Kilometers,3.000000000000000
321,BCCO,Comox,105,CA,foot,30.000000000000000,Miles,0.000000000000000
322,BCCO,Comox,105,CA,car,318.000000000000000,Miles,0.000000000000000
323,BCCR,Campbell River,105,CA,foot,39.000000000000000,Kilometers,45.000000000000000
324,BCCR,Campbell River,105,CA,bicycle,9.000000000000000,Kilometers,3.000000000000000
325,BCCR,Campbell River,105,CA,car,167.000000000000000,Kilometers,28.000000000000000
